"gameID","season","date","team name","player id","player name","batting_g","pitching_g","h","ab","r","rbi","bb","so","lob","doubles","triples","hr","sb","hbp","sac","sf","pitcher_ip","pitcher_h","pitcher_r","pitcher_er","pitcher_bb","pitcher_so","pitcher_hr","pitcher_hbp","pitcher_gs","pitcher_w","pitcher_l","pitcher_sv","pitcher_cg","pitcher_sho","status","sub","number","position"
"3723","2016","2016-05-24","Rainbow Graphics","2385","Eric Anderson","1","0","","5","","2","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","3163","Mario Fontanella","1","0","2","4","2","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","2864","Mark DiTommaso","1","1","1","3","1","1","2","1","","1","","","","","","","4","3","1","1","1","4","","","1","1","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","2397","Evan Chamberlain","1","0","","3","","","","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","2527","Angel Davila","1","0","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","3162","McLane Hill","1","0","1","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","3161","Greg Kraucunas","1","1","1","1","","","","","","","","","","","","","3","3","3","","1","3","","","","","","1","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","2392","Tyler Repoli","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","2453","Travis Salois","1","0","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","3729","Josh Martinez","1","0","1","1","3","","2","","","","","","2","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","Rainbow Graphics","3184","Jonathan Frank","1","0","1","4","1","1","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3483","Luke Foran","1","0","1","3","2","","1","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3484","Tony Bayron","1","0","1","4","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3485","Tom Coppinger","1","0","2","4","","3","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","2494","Manny Alejandro","1","0","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3724","Chris Gagne","1","0","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3142","Ricky Brown","1","0","1","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3486","Steve DeRosa","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3542","Freddy Cruz","1","0","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3725","David Raymond","1","0","","3","","","1","2","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","2743","Mike Rivera","1","0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3726","Taylor Prattson","0","1","","","","","","","","","","","","","","","2","2","","","","3","","","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3727","Patrick Colavecchio","0","1","","","","","","","","","","","","","","","2","1","1","","2","3","","2","","","","","","","lineup","0","",""
"3723","2016","2016-05-24","East Hartford Jets","3728","Mike Musumeci","0","1","","","","","","","","","","","","","","","3","6","6","4","2","1","","","","","1","","","","lineup","0","",""
"3707","2016","2016-05-25","Ulbrich Steel","2432","Jeff Criscuolo","1","0","1","4","1","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2418","Derek Allen","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3146","Greg Annino","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3713","Nic Civale","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3714","Eric Hewitt","1","0","1","3","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3465","Matt Haskell","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2523","Dan Hickey","1","0","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2575","Andy Mazzone","1","0","1","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3145","Carson Mislick","1","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3174","Sean Zapatka","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3716","Brian Peer","1","0","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2440","Taylor Kosakowski","0","1","","","","","","","","","","","","","","","1","","","","","3","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3476","Griffin Bremer","0","1","","","","","","","","","","","","","","","1","1","1","1","1","2","","","","","1","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2422","Weston Ulbrich","1","0","1","3","1","2","","1","","","","1","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","2461","James Kukucka","0","1","","","","","","","","","","","","","","","3","3","2","","2","3","","","1","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","Ulbrich Steel","3258","Cody Shanks","0","1","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","2447","Kyle Hartenstein","1","0","","2","1","1","1","","","","","","","","1","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3197","Justin Poirier","1","0","2","3","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3708","Player #3708","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","2408","Michael Gulino","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3709","Alex Parkos","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3031","Francisco Asencio","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3534","Mark Julius","1","0","1","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3193","Derek Chouinard","1","0","","3","","","","3","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3707","2016","2016-05-25","River Valley Expos","3710","Mike Guarnieri","1","0","2","3","1","1","","","","1","","","2","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3711","Tyler Donnan","1","0","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3198","Rob Tencza","1","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3712","Tom Moore","0","1","","","","","","","","","","","","","","","4","2","","","","3","","","","1","","","","","lineup","0","","[object Object]"
"3707","2016","2016-05-25","River Valley Expos","3637","Eric Polvani","0","1","","","","","","","","","","","","","","","3","3","3","2","","3","","","1","","","","","","lineup","0","","[object Object]"
"3731","2016","2016-05-26","East Hartford Jets","3485","Tom Coppinger","1","0","","3","","","","","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3725","David Raymond","1","0","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3484","Tony Bayron","1","0","2","3","1","2","","","","","","","1","","","1","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3732","Ryan Colon","1","0","","4","","2","","1","","","1","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3483","Luke Foran","1","0","2","4","3","","","","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","2743","Mike Rivera","1","0","1","4","1","","","","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3486","Steve DeRosa","1","0","","2","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3142","Ricky Brown","1","0","1","2","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3727","Patrick Colavecchio","1","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3542","Freddy Cruz","1","0","2","3","","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3141","Sam Alejandro","1","0","","2","1","1","","","","","","","1","","","1","","","","","","","","","","","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3726","Taylor Prattson","0","1","","","","","","","","","","","","","","","5","3","2","","2","7","","","1","1","","","","","lineup","0","",""
"3731","2016","2016-05-26","East Hartford Jets","3724","Chris Gagne","0","1","","","","","","","","","","","","","","","2","1","1","","","2","","1","","","","","","","lineup","0","",""
"3738","2016","2016-05-26","Rainbow Graphics","2385","Eric Anderson","1","0","2","4","2","","","1","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","3163","Mario Fontanella","1","0","2","4","2","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","2864","Mark DiTommaso","1","0","3","3","2","2","","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","2453","Travis Salois","1","1","2","3","1","3","","1","","","1","","","","","","1","1","1","1","2","2","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","3161","Greg Kraucunas","1","0","1","3","","1","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","2392","Tyler Repoli","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","2389","Eric Brainard","1","0","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","3729","Josh Martinez","1","0","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","2450","Ryan Pandolfi","1","0","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","3184","Jonathan Frank","1","0","1","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","Rainbow Graphics","3162","McLane Hill","0","1","","","","","","","","","","","","","","","5","4","3","1","3","5","","2","1","1","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","2447","Kyle Hartenstein","1","0","1","3","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3197","Justin Poirier","1","0","1","3","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","2408","Michael Gulino","1","0","","3","","","","2","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3198","Rob Tencza","1","0","","3","1","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3739","David Giglio","1","0","1","3","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3740","Trey Bongiovanni","1","0","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","2405","AJ Hendrickson","1","0","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3711","Tyler Donnan","1","0","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3534","Mark Julius","1","0","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3193","Derek Chouinard","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3741","Ryan DiPietro","0","1","","","","","","","","","","","","","","","2","","","","","5","","","","","","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3742","Sean Sylvester","0","1","","","","","","","","","","","","","","","4","11","6","5","","3","","","1","","1","","","","lineup","0","","[object Object]"
"3738","2016","2016-05-26","River Valley Expos","3708","Player #3708","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2415","Chris Anselmo","1","0","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2432","Jeff Criscuolo","1","0","1","4","3","","1","","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2418","Derek Allen","1","0","3","4","3","1","","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3174","Sean Zapatka","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3714","Eric Hewitt","1","0","3","4","1","2","1","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3146","Greg Annino","1","0","","1","1","1","2","","","","","","","2","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3715","Player #3715","1","0","","3","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2422","Weston Ulbrich","1","0","","3","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2523","Dan Hickey","1","0","1","4","","2","1","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3716","Brian Peer","1","0","","2","","1","1","","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3145","Carson Mislick","1","0","","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3465","Matt Haskell","0","1","","","","","","","","","","","","","","","1","3","1","1","1","2","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3713","Nic Civale","0","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2440","Taylor Kosakowski","0","1","","","","","","","","","","","","","","","1","1","","","","2","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","3476","Griffin Bremer","0","1","","","","","","","","","","","","","","","2","","","","1","2","","","","1","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","Ulbrich Steel","2461","James Kukucka","0","1","","","","","","","","","","","","","","","2","1","","","2","","","","1","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3485","Tom Coppinger","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3484","Tony Bayron","1","0","2","3","","","","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3483","Luke Foran","1","0","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","2743","Mike Rivera","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3142","Ricky Brown","1","0","1","3","1","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3727","Patrick Colavecchio","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3735","2016","2016-05-31","East Hartford Jets","2494","Manny Alejandro","1","0","","3","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3736","Steve Martel","1","0","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3542","Freddy Cruz","1","1","1","2","","","","","","","","","","","","","1.2","1","2","","4","2","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3141","Sam Alejandro","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3726","Taylor Prattson","0","1","","","","","","","","","","","","","","","5","4","6","4","4","3","","2","","","","","","","lineup","0","","[object Object]"
"3735","2016","2016-05-31","East Hartford Jets","3486","Steve DeRosa","0","1","","","","","","","","","","","","","","","","2","2","2","2","","","1","1","","1","","","","lineup","0","","[object Object]"
"3744","2016","2016-05-31","Vernon Orioles","3037","Nick Roy","1","0","3","5","1","2","","2","","2","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2257","Dan Trubia","1","0","2","5","2","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2256","Tony Trubia","1","0","1","4","1","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2384","Paul Dougan","1","0","1","4","2","2","1","2","","","","1","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2443","Joe Bogli","1","0","","4","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2262","Tyler Pogmore","1","1","3","4","2","3","1","1","","","","","","","","","1","2","","","","2","","1","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2254","Alex Hoss","1","0","","3","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","2424","Matt Goldman","1","0","1","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","3149","Wes Hurty","1","0","2","4","4","","1","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","3745","Luis Vega","0","1","","","","","","","","","","","","","","","5","4","4","1","2","2","","","1","1","","","","","lineup","0","",""
"3744","2016","2016-05-31","Vernon Orioles","3294","Jared Hyde","0","1","","","","","","","","","","","","","","","1","","","","","3","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3740","Trey Bongiovanni","1","0","","4","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","2405","AJ Hendrickson","1","1","1","4","2","","","","","","","","","","","","3","3","3","2","2","4","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3709","Alex Parkos","1","0","1","4","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3031","Francisco Asencio","1","0","1","3","","2","1","","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3739","David Giglio","1","0","","3","1","","1","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3198","Rob Tencza","1","1","1","3","","1","","","","","","","","1","","","1","5","6","3","","1","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3534","Mark Julius","1","0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3519","Heelin Concepcion","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3193","Derek Chouinard","1","0","","3","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3744","2016","2016-05-31","River Valley Expos","3637","Eric Polvani","0","1","","","","","","","","","","","","","","","3","5","7","5","4","3","","","1","","1","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2864","Mark DiTommaso","1","0","1","3","","1","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2865","Mike Susi","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2397","Evan Chamberlain","1","1","","2","","","","1","","","","","","","","","6.1","4","2","","1","5","","","1","","1","","1","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","3729","Josh Martinez","1","0","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2392","Tyler Repoli","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2385","Eric Anderson","1","0","1","3","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2450","Ryan Pandolfi","1","0","","2","","","","1","","","","","","","1","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","2527","Angel Davila","1","0","","3","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Rainbow Graphics","3161","Greg Kraucunas","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2384","Paul Dougan","1","1","","1","","","1","","","","","","","","","","2","","","","","4","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2443","Joe Bogli","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2254","Alex Hoss","1","0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2424","Matt Goldman","1","0","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","3149","Wes Hurty","1","0","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","3748","Tim Budd","1","0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2788","Zach Donahue","1","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2261","Jordan English","1","1","1","2","","","1","","","","","","","","","","1","2","1","1","","1","","","","1","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2257","Dan Trubia","1","0","1","3","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","2262","Tyler Pogmore","1","0","2","3","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","lineup","0","",""
"3747","2016","2016-06-02","Vernon Orioles","3749","Jason Byers","0","1","","","","","","","","","","","","","","","4","","","","","6","","","1","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3485","Tom Coppinger","1","0","","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3724","Chris Gagne","1","0","1","2","1","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3484","Tony Bayron","1","0","","3","1","","1","3","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3732","Ryan Colon","1","0","2","3","1","","","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3483","Luke Foran","1","0","","2","","","1","1","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","2743","Mike Rivera","1","0","1","3","","1","","2","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3486","Steve DeRosa","1","0","","3","","","","3","","","","","","","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3142","Ricky Brown","1","0","1","3","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","lineup","0","",""
"3751","2016","2016-06-02","East Hartford Jets","3542","Freddy Cruz","1","0","","3","","1","","","","","","","","","1","","","","","","","","","","","","","","","","lineup","0","",""
